family,subgroup,workload,metric,value,windows,runs
dacapo,DaCapo,kafka,uop-cache (DSB) MPKI,51.8171,1509,9
dacapo,DaCapo,kafka,DSB coverage (%),59.933,1510,9
dacapo,DaCapo,kafka,L1I MPKI (code-read),16.2147,1508,9
dacapo,DaCapo,kafka,L1I stall (% cycles),3.73465,1508,9
dacapo,DaCapo,kafka,L1D-load MPKI,5.79869,1505,9
dacapo,DaCapo,kafka,L2-load MPKI,0.640701,1505,9
dacapo,DaCapo,kafka,LLC MPKI,0.298274,1505,9
dacapo,DaCapo,kafka,L1D miss rate (%),2.16371,1505,9
dacapo,DaCapo,kafka,L2-load miss rate (%),11.0491,1505,9
dacapo,DaCapo,kafka,LLC miss rate (%),46.5543,1505,9
dacapo,DaCapo,kafka,DRAM read (GB/s),1.0091,1523,9
dacapo,DaCapo,kafka,Context switches (/CPU-s),5051.29,1538,9
dacapo,DaCapo,tomcat,IPC,1.37344,12213,9
dacapo,DaCapo,tomcat,Branch MPKI,2.82879,1539,9
dacapo,DaCapo,tomcat,Branch-direction MPKI,2.46686,1514,9
dacapo,DaCapo,tomcat,BTB MPKI (BAClears),2.10066,1514,9
dacapo,DaCapo,tomcat,uop-cache (DSB) MPKI,68.9579,1514,9
dacapo,DaCapo,tomcat,DSB coverage (%),46.2321,1517,9
dacapo,DaCapo,tomcat,L1I MPKI (code-read),38.9236,1521,9
dacapo,DaCapo,tomcat,L1I stall (% cycles),8.43476,1521,9
dacapo,DaCapo,tomcat,L1D-load MPKI,7.19862,1517,9
dacapo,DaCapo,tomcat,L2-load MPKI,0.41614,1517,9
dacapo,DaCapo,tomcat,LLC MPKI,0.0394627,1517,9
dacapo,DaCapo,tomcat,L1D miss rate (%),2.81688,1517,9
dacapo,DaCapo,tomcat,L2-load miss rate (%),5.78082,1517,9
dacapo,DaCapo,tomcat,LLC miss rate (%),9.48305,1517,9
dacapo,DaCapo,tomcat,DRAM read (GB/s),0.742931,1539,9
dacapo,DaCapo,tomcat,Context switches (/CPU-s),33712.8,1552,9
